instance_id,event_id,is_cc,nu_pdg,nu_flavour,nu_energy_truth,nu_dir_truth_x,nu_dir_truth_y,nu_dir_truth_z,zenith_truth_deg,L_truth_km,nu_energy_reco,nu_dir_reco_x,nu_dir_reco_y,nu_dir_reco_z,zenith_reco_deg,L_reco_km,n_primaries,n_total_particles,n_primary_leptons,n_primary_protons,n_primary_pions,n_primary_photons,n_primary_other,leading_lepton_pdg,leading_lepton_energy,n_points_raw,n_points_filtered,direction_recon_ok,is_ccqe_topology,is_ccqe_reconstructed,n_hits,n_hits_w,n_hits_v,n_hits_u,total_adc,mean_adc,max_adc,drift_range,drift_std,channel_range_w,channel_range_v,channel_range_u,hit_density
129,30,False,16,nutau,38.652889251708984,0.07280844520109096,-0.9882409186854109,0.13445749121270642,8.795303348842117,16.695817203478327,,,,,,,15,69,0,3,0,12,0,,,25299,0,False,False,False,3392,1073,941,1378,1022912.6875,301.5662536621094,3183.84814453125,465.3830261230469,42.864566802978516,747.5399169921875,1003.919921875,555.1220703125,7.288619931538195
130,31,True,14,numu,1.0879826545715332,0.25528265436437,0.8938052735138599,-0.36870435231970833,153.355380932083,11404.63977628661,0.7838684284079656,0.3067197272743282,0.9228476306992177,-0.23297051189711127,157.34600198868102,11774.03138695627,7,9,1,3,0,3,0,13.0,0.6852027177810669,911,749,True,False,False,933,259,485,189,280547.40625,300.69390869140625,5629.39892578125,130.58065795898438,33.987815856933594,224.2470703125,309.50311279296875,87.27288818359375,7.145009181168754
131,32,True,12,nue,0.38646069169044495,-0.5671689512673411,0.4841448145204264,-0.6662756031037653,118.95645816738246,6201.458895057879,0.34558355552540715,-0.9865318635082074,0.008259979399727549,-0.16336050631453025,90.47326734019572,514.3843568702795,10,11,1,1,0,8,0,11.0,0.346901535987854,468,381,False,False,False,312,79,107,126,65289.81640625,209.26223754882812,3252.4150390625,102.76544189453125,20.220928192138672,75.27799987792969,59.88721466064453,101.89021301269531,3.0360400758088244
132,33,True,12,nue,1.260015606880188,0.3008629346355563,0.9088836793255707,0.28881127404949825,155.35153727254718,11596.418393798922,0.8826324397922625,0.7209774399412653,0.4055688913121799,0.5618766817510301,113.92678170864018,5206.962171536092,11,12,1,1,0,9,0,11.0,1.0575248003005981,2464,2207,False,False,False,1133,326,488,319,289311.6875,255.35012817382812,2810.53173828125,188.80746459960938,31.761817932128906,136.59002685546875,178.895751953125,123.3583984375,6.000822067086558
133,34,True,14,numu,4.497568130493164,0.2792343883289328,0.17264962488163169,0.9445741174745361,99.94190972169814,2291.2402628761024,34.45044141734311,0.04497399730908159,-0.992554769545471,0.11319173564611464,6.9959472022181295,16.62344439925164,24,83,1,2,2,18,1,13.0,2.027541160583496,9288,7828,False,False,False,3702,1323,1291,1088,665871.0625,179.867919921875,2661.720458984375,619.798828125,78.06925201416016,786.8179931640625,730.1268310546875,550.1302490234375,5.972905775248395
134,35,False,12,nue,0.924220621585846,0.5887332435951849,0.7856920105570591,-0.18995060524436053,141.7847261478875,10029.91432585322,0.17143955654240414,-0.10038373131285765,0.8831405439967166,0.4582421696405639,152.02355746983295,11269.00390759063,24,25,0,3,0,21,0,,,170,128,False,False,False,149,45,51,53,29428.01171875,197.50343322753906,2389.00537109375,150.6331787109375,29.765195846557617,307.5929870605469,304.4380187988281,206.43099975585938,0.9891579084706728
135,36,True,12,nue,1.4732931852340698,-0.8970835075161084,-0.1991749360389357,0.3944242961538779,78.51128430685179,80.40130217259684,1.2761308844951658,-0.9251529693315403,0.07081614013936323,0.3729303656620042,94.06086494260204,1094.4326181998026,2,3,1,1,0,0,0,11.0,1.2871551513671875,441,320,True,True,True,120,44,38,38,41514.0703125,345.9505920410156,604.69580078125,6.645751953125,1.3468897342681885,19.63897705078125,15.40106201171875,17.26788330078125,18.056647441313693
136,37,False,16,nutau,0.10340065509080887,-0.9846837270835891,0.14216523746656284,-0.10093068350530282,98.17315863841233,1920.624874195689,0.14336958481747888,0.05110182578640687,0.9979419935903521,-0.0387347496469158,176.32349211607203,12729.316995291578,10,11,0,1,0,9,0,,,89,69,False,False,False,66,18,25,23,7968.57421875,120.73596954345703,375.41961669921875,642.341796875,200.38722229003906,71.92500305175781,68.99530029296875,77.93890380859375,0.10274903535950912
137,38,True,14,numu,1.189591407775879,0.17283415761481544,0.9432847469831059,-0.28344706749337656,160.61071282583947,12033.993660628737,1.2118253962256196,0.08351048745464187,0.9947990004340324,-0.05831764073192721,174.15385679869817,12689.33050705216,4,14,1,3,0,0,0,13.0,0.3386714458465576,8119,6964,True,False,False,751,139,266,346,290019.625,386.17791748046875,3589.39453125,114.37266540527344,19.565425872802734,53.16899871826172,124.05872344970703,150.67547607421875,6.566254247366463
138,39,True,-12,nue,0.42033156752586365,-0.30432057051227396,0.8335201764738843,-0.46112157374604457,146.46206183400685,10637.997866529964,0.3988454845101522,-0.34179018688179874,0.662108044661897,-0.6669275862830272,131.46084310702705,8459.47367699352,3,4,1,0,0,2,0,-11.0,0.3974199593067169,893,804,True,False,False,380,117,101,162,92897.7890625,244.46786499023438,2190.652587890625,41.24481201171875,10.821545600891113,128.447021484375,56.620330810546875,155.09405517578125,9.213279960932587
139,40,True,-14,numu,4.162657260894775,-0.5363513052718968,0.7100710882676192,0.45620864408686035,135.24069955945956,9068.803258664171,4.241286687642698,-0.5220722635628627,0.7002319337166302,0.4869453671838534,134.44561503823985,8943.786666471475,3,32,1,1,1,0,0,-13.0,2.7573390007019043,797,656,True,False,False,429,118,172,139,168934.046875,393.78564453125,3712.088623046875,82.78817749023438,18.421646118164062,120.7080078125,129.6590576171875,72.8739013671875,5.181899312261156
140,41,False,-14,numu,7.724217414855957,-0.6720463622934707,-0.05162891487936162,-0.738707074608395,87.040565331286,235.60362660450625,1.7005208627540933,-0.8650192816616641,-0.29129987264903545,-0.4085168620120771,73.06420646605342,55.87471869019464,4,30,0,3,1,0,0,,,1411,1329,True,False,False,1153,277,478,398,361595.53125,313.6127624511719,3940.881591796875,447.41387939453125,59.50037384033203,302.323974609375,304.43798828125,193.60418701171875,2.5770322582757434
141,42,False,16,nutau,8.928969383239746,-0.4352287960856652,-0.5369926668005919,-0.7226442906854043,57.52084965096912,30.62933256996166,1.0868578282041133,0.5975942280058244,-0.6476389927450549,-0.472699559689126,49.63617233447826,25.431761137534522,2,3,0,1,0,1,0,,,222,203,False,False,False,331,116,190,25,123427.5,372.89276123046875,6509.46142578125,66.92657470703125,20.346450805664062,56.04296875,88.20626831054688,1.400146484375,4.945718519869588
142,43,True,-16,nutau,0.9425055980682373,0.3302320502541479,-0.5399014892964669,0.7742436146591065,57.323066951828146,30.46576415245454,37.619181127761365,-0.5421705610125213,-0.43969526967340195,0.7160440996183143,63.915560236767966,37.32586180047292,100,348,2,9,6,78,5,11.0,3.506352424621582,1265,1084,False,False,False,504,161,150,193,164863.28125,327.10968017578125,2386.879638671875,90.83248901367188,17.573307037353516,142.8170166015625,153.69390869140625,106.55718994140625,5.5486754296047005
143,44,False,14,numu,48.71220779418945,-0.5793424356281544,-0.2271975638069028,-0.7827794129131438,76.8678634484562,70.97747109061334,,,,,,,4,68,0,1,0,3,0,,,53523,0,False,False,False,20006,5549,7903,6554,7910740.0,395.4183654785156,19198.068359375,486.3511962890625,70.39112854003906,728.304931640625,616.1936645507812,784.0381469726562,41.13488391238468
144,45,False,-14,numu,0.7475891709327698,-0.8689140852730748,-0.48839088782587786,0.0803906282019639,60.76512593480258,33.64621553543748,0.7328467966081822,-0.9242216441995372,-0.314254885125503,-0.21692906575159776,71.68416224228457,51.900300517704636,2,17,0,1,0,1,0,,,328,269,True,False,False,376,101,140,135,124483.6953125,331.07366943359375,2119.759033203125,289.69439697265625,47.01234817504883,156.15399169921875,119.94192504882812,185.74658203125,1.2979194762799986
145,46,True,14,numu,0.5200968384742737,0.9055923487811808,0.12574401844016347,-0.405081398802147,97.22372392617413,1723.9373862665675,0.17330790175419547,-0.7052886782720698,-0.38675298022848603,-0.5941296260797141,67.24738938578699,42.35404870512093,3,4,1,1,0,1,0,13.0,0.411779522895813,50,35,True,False,False,62,11,19,32,26320.7734375,424.5285949707031,2930.4638671875,13.192596435546875,4.176159381866455,4.790008544921875,8.8673095703125,10.734100341796875,4.699605593402653
146,47,False,16,nutau,0.20261073112487793,0.7994036245102686,0.38179520413210644,-0.4638817384006066,112.4449261448343,4906.583665957707,36.337747772698116,-7.025122957483037e-05,-0.999999229790863,-0.0012391458533276673,0.07111185232340293,16.50001267562493,17,18,0,3,0,13,1,,,118,92,False,False,False,96,30,34,32,12579.828125,131.0398712158203,696.587646484375,135.83358764648438,33.6173210144043,314.29901123046875,471.9147033691406,97.54031372070312,0.7067471430545305
147,48,False,14,numu,3.315687894821167,-0.6837002136523399,0.05748035214854117,-0.7274957229899186,93.2951978351855,953.0711963480223,1.1137232828513839,-0.8632483543430048,-0.45680629347769686,-0.21477962883677376,62.81878531417928,35.94509719781172,17,18,0,7,0,9,1,,,1545,1299,False,False,False,1056,325,377,354,294091.46875,278.4956970214844,2923.061767578125,175.36215209960938,34.979305267333984,381.8380126953125,366.0423583984375,287.95391845703125,6.021823907590789
148,49,True,-12,nue,1.733162522315979,-0.46806156406044147,0.7086831630817476,-0.5279077065299789,135.1278746141614,9051.167698216519,1.3172079477279943,-0.5563629130530228,0.7864959376266403,-0.26811275440744464,141.8592466550109,10040.134193348029,15,24,1,1,1,11,1,-11.0,1.322138786315918,3340,2926,False,False,False,1370,376,470,524,401913.1875,293.3672790527344,3745.923095703125,215.34561157226562,34.50352478027344,264.0039978027344,175.47921752929688,468.9423522949219,6.361866350549037
149,50,False,-16,nutau,1.1657116413116455,0.08446340911206877,-0.8220566287747548,0.5631064123313213,34.70879672985586,20.05918455104711,0.33624905581517206,0.4695011391048445,-0.8586585239720479,-0.20560695413676455,30.83370593522426,19.207183477371473,10,11,0,3,0,7,0,,,51,39,False,False,False,64,19,23,22,16742.662109375,261.6040954589844,1939.7039794921875,81.86151885986328,33.7848014831543,103.53900146484375,95.8231201171875,76.2216796875,0.781808118043351
150,51,False,16,nutau,0.8647412061691284,0.2712243205403507,0.9101898047514576,0.31303655900537963,155.53159432672805,11613.031162652334,0.5168096619722237,0.9279731076445534,0.28873371517312885,0.23558173361029588,106.78216057955005,3734.5354061404964,2,3,0,1,0,1,0,,,19,15,True,False,False,33,10,14,9,28294.7890625,857.4178466796875,3830.544189453125,12.565032958984375,4.373697280883789,13.4119873046875,5.60040283203125,7.467193603515625,2.6263361272287002
151,53,True,12,nue,0.5892255306243896,0.8047056328326927,0.5629941231933798,-0.18837850656869803,124.26311527087492,7201.2085836095885,0.6430463039008777,0.19434043001266682,0.5316230181563693,0.824383869219191,122.1151813515152,6803.281544823878,2,6,1,1,0,0,0,11.0,0.3965332508087158,1125,1044,True,True,True,501,162,168,171,141518.875,282.4728088378906,4383.73681640625,117.37547302246094,17.40800666809082,199.26397705078125,127.40911865234375,218.88229370117188,4.268353405520494
152,54,True,-12,nue,0.6067928075790405,0.7329950747278836,0.5205387105088178,-0.43790144015118476,121.36839407282619,6662.731143269917,0.5949713956027128,0.7581660282053349,0.6224733541198478,-0.19419371021259635,128.49697771561011,7956.141302488042,5,11,1,1,0,3,0,-11.0,0.5884767174720764,1941,1558,False,False,False,776,227,269,280,186880.21875,240.8250274658203,2448.738037109375,263.4747314453125,27.143003463745117,138.9849853515625,105.62384033203125,171.89520263671875,2.9452539746152793
153,55,True,12,nue,2.698707103729248,-0.3828899652697622,0.18836457062393747,-0.9043860143928477,100.85735777415506,2484.2947744956277,,,,,,,5,14,1,1,1,2,0,11.0,1.1021074056625366,29063,0,False,False,False,2333,799,729,805,690839.25,296.11627197265625,3021.4443359375,185.3052215576172,27.081947326660156,239.09600830078125,186.60366821289062,215.0723876953125,12.590039181786345
154,56,True,14,numu,0.4423976540565491,-0.3302701130533782,0.4792562457690437,0.8131636387069153,118.63683751555449,6139.525771977806,0.5393777251725558,-0.16934283556196145,0.9434790799704968,-0.2849038955540259,160.64427983476875,12036.465676657455,13,14,1,1,0,9,2,13.0,0.3507958650588989,317,252,False,False,False,302,80,59,163,84259.5703125,279.00518798828125,1174.564453125,119.73406982421875,27.20081901550293,125.572998046875,120.634521484375,146.93418884277344,2.5222562002892355
155,57,True,-14,numu,0.9172324538230896,-0.115396289285584,-0.9527864288884791,-0.2808588922307022,17.6764381291993,17.315355424151676,0.8635765608602466,-0.03684006187958921,-0.9440385174915431,-0.32777139492804647,19.258774797795937,17.475344931723157,4,6,1,0,0,3,0,-13.0,0.8664064407348633,7464,6067,False,False,False,1125,273,629,223,294569.53125,261.8395690917969,2404.715576171875,90.16204833984375,9.726716995239258,135.07806396484375,285.5517578125,90.45635986328125,12.477533737472204
156,58,True,-12,nue,2.0234925746917725,-0.647104106235671,0.7431422885199506,-0.17028157477033143,137.99978276789778,9489.06942273135,1.5967936387628106,-0.10242363815773159,0.943914281347676,-0.31390321408745475,160.71965572304282,12042.001668423858,23,24,1,2,0,19,1,-11.0,1.2622374296188354,4007,3311,False,False,False,732,217,179,336,225853.140625,308.54254150390625,5050.50341796875,71.87921142578125,11.80909538269043,505.9740295410156,260.2511291503906,486.60064697265625,10.183751121919656
157,59,False,-16,nutau,5.440304279327393,-0.025034406516372818,-0.7643444483449291,-0.6443220023983808,40.15129355249701,21.5673151441797,27.213874994824288,-0.003663278167798384,0.9997823882553758,-0.020536711699846857,178.80467315928084,12752.731426078211,69,118,0,2,2,63,2,,,1533,1209,False,False,False,1335,423,575,337,252750.125,189.32594299316406,4726.619140625,459.393798828125,73.00657653808594,447.05694580078125,796.1800537109375,460.08990478515625,2.9060035277042764
158,60,False,-14,numu,8.92492389678955,-0.6940181415716196,0.7143807224910466,-0.0894371427464326,135.5924700890987,9123.564392812494,0.8428656992223246,-0.5215844205886001,0.30843272527198795,-0.7954991805027511,107.96480459908814,3981.9790471231017,38,39,0,3,0,35,0,,,3704,3279,False,False,False,1912,623,566,723,395984.46875,207.10484313964844,1639.2940673828125,203.132080078125,29.020103454589844,430.217041015625,445.3814697265625,330.10650634765625,9.412594993684115
159,61,True,14,numu,0.8623199462890625,0.9402190058106775,0.22111364395144933,0.25903084289499756,102.77445107398913,2889.6022535766924,0.8880259774934661,0.4625953383041286,0.886476553869371,0.012840265541379157,152.43377779638374,11311.431284715487,15,31,1,2,0,12,0,13.0,0.35629037022590637,6031,4681,False,False,False,638,210,124,304,164528.8125,257.88214111328125,2023.6756591796875,155.60597229003906,28.14229965209961,182.573974609375,81.6724853515625,204.564208984375,4.1000996980425075
160,62,False,16,nutau,0.6681231260299683,0.09065675181958921,-0.41924085642836834,0.9033373996745234,65.2133311403,39.12126019899188,0.579591370601503,-0.3984659992318657,-0.131252844741333,0.9077431014353446,82.4580045882049,117.60275963948607,4,19,0,2,0,2,0,,,269,186,False,False,False,235,77,64,94,64085.296875,272.7033996582031,1640.63818359375,237.50537109375,63.150333404541016,192.63299560546875,217.41357421875,420.09619140625,0.9894513076390131
161,63,True,12,nue,0.6649332642555237,0.650652976274697,-0.68761507461133,0.3222362698892441,46.55838340077943,23.96151770218603,0.6139258510046841,0.8021281872090371,-0.4105232251687506,0.43366006604458207,65.76229277473026,39.93964424472961,5,6,1,0,0,4,0,11.0,0.6169317960739136,1147,1072,True,False,False,728,210,237,281,180637.65625,248.12864685058594,2333.011474609375,236.33123779296875,48.14423370361328,188.322021484375,128.49212646484375,217.857666015625,3.0804222361740585
162,64,True,12,nue,1.5505422353744507,-0.9058639040433984,0.4090330990754192,-0.11001141400786907,114.1441100584127,5250.755594558817,1.4938123092480298,-0.9148241307912942,0.39529264711009154,-0.08270751394310999,113.28422695980063,5077.0870675212445,2,5,1,1,0,0,0,11.0,1.130496621131897,104,81,True,True,True,100,32,38,30,27797.15234375,277.9715270996094,1491.3546142578125,19.8028564453125,2.9510889053344727,213.70901489257812,97.22320556640625,250.76751708984375,5.049776544922176
163,65,True,12,nue,0.17442961037158966,-0.3792220778407142,0.4675893308149865,0.7984678036002231,117.8779282256132,5991.746429329083,0.11950999958203916,0.05527974940113519,0.9899671848261,-0.13003508093446917,171.8770682267613,12627.8587480046,3,4,1,1,0,1,0,11.0,0.11833762377500534,474,416,False,False,False,170,34,59,77,40413.7734375,237.7280731201172,1820.3092041015625,18.123138427734375,3.2919061183929443,51.2529296875,94.7401123046875,84.939453125,9.3802737686892
164,66,True,12,nue,0.2592114806175232,-0.5036256054916796,0.8428115306681938,-0.18981562966698834,147.43821213025927,10756.143116853058,0.29208860279130916,-0.6289564323270262,0.7629493137900796,0.1494059932589904,139.7248973149317,9740.817887248071,2,3,1,1,0,0,0,11.0,0.1936798244714737,355,292,True,True,True,290,77,93,120,62954.6171875,217.0848846435547,1723.2711181640625,140.47454833984375,24.916908264160156,32.09300231933594,59.030120849609375,48.777587890625,2.064430912412803
165,67,True,-14,numu,0.7177417278289795,0.8860032353438912,-0.2885640923158498,0.36294494291295326,73.22799016037709,56.38875011987125,0.708780439918071,0.562929006510763,-0.6210396273527514,0.5453629203442062,51.60790662123722,26.513907944721723,5,11,1,2,0,2,0,-13.0,0.4784758388996124,630,503,False,False,False,597,95,228,274,161545.875,270.5960998535156,5002.2939453125,165.6623077392578,49.194305419921875,145.21200561523438,128.49212646484375,121.95831298828125,3.6037165493290177
166,68,True,12,nue,2.4774320125579834,-0.8917965411370641,0.06817933662491006,-0.4472700607835898,93.90942101029046,1065.976043835571,2.1467333187014512,-0.8504698357095647,0.3006259195598773,-0.4316539297132884,107.49520117236837,3883.863381581141,14,15,1,3,0,10,0,11.0,2.0471184253692627,1575,1455,False,False,False,917,234,316,367,300353.8125,327.53961181640625,5650.18896484375,159.3620147705078,26.490346908569336,110.16999816894531,90.53980255126953,180.14620971679688,5.754194318643264
167,69,True,14,numu,1.5923761129379272,0.19805819219026707,0.9791802421294313,0.044486019485581334,168.28797873371897,12490.62699921295,1.610873406057467,0.295744421760931,0.9534444859528285,0.05898177009414922,162.44815956930339,12163.23274507236,3,9,1,1,0,1,0,13.0,1.4161125421524048,3651,3390,False,False,False,1781,466,1020,295,495310.0,278.1078186035156,3027.41015625,105.75379943847656,27.29700469970703,215.14605712890625,458.4490051269531,123.52587890625,16.841002493117198
168,70,False,14,numu,3.086482048034668,0.16247991009405255,-0.7427013326864753,-0.6496114294265166,42.03796108170726,22.192916376698122,3.5754434771799635,0.035346248452426225,0.9910902272994639,-0.1284165256960186,172.34590362817747,12642.146350004925,25,26,0,1,0,21,3,,,249,188,False,False,False,172,59,61,52,45053.921875,261.94140625,987.3831176757812,251.73695373535156,60.94777297973633,223.7679901123047,180.14620971679688,242.21731567382812,0.6832528853940999
169,72,True,-14,numu,0.8737427592277527,-0.8405891452412186,-0.18970451632923058,0.507367800896874,79.06445938313715,84.1591996221016,0.641386759377054,-0.5571590151790059,0.8301450853082146,-0.020807910596150787,146.11364465628307,10595.082716199695,16,17,1,2,0,13,0,-13.0,0.6338610649108887,328,262,False,False,False,461,114,105,242,97371.265625,211.21749877929688,2112.156982421875,593.2047119140625,102.27411651611328,227.12109375,384.936279296875,151.30194091796875,0.7771347575991355
170,73,True,12,nue,0.7791834473609924,-0.9952461095436215,-0.031647895983399565,-0.0921064173557396,88.18640629770967,299.51827733405537,0.47262217965342895,0.04023023170873665,0.6104137532290368,0.7910604138278581,127.6194260326963,7803.033102416954,27,28,1,3,0,21,2,11.0,0.3583764433860779,6012,5057,False,False,False,770,265,256,249,145488.9375,188.94667053222656,978.8051147460938,257.507568359375,57.39663314819336,228.0789794921875,250.30084228515625,206.430908203125,2.990203375014577
171,74,True,12,nue,0.734575629234314,-0.1995941465041439,-0.9695145457860844,-0.14213979805277918,14.18382908517738,17.017422469796657,0.7907015738249259,-0.21223073114834293,-0.9664413760167467,-0.1447383276091618,14.885443272156905,17.07138645061059,3,4,1,1,0,1,0,11.0,0.5272835493087769,2446,1970,True,False,False,773,251,319,203,192773.34375,249.38336181640625,1985.61572265625,78.93533325195312,15.744020462036133,79.9930419921875,105.4742431640625,50.40362548828125,9.792826205378354
172,75,True,12,nue,0.4591423571109772,-0.5866551842888489,0.6582861401048515,0.47169381222661017,131.16929471229477,8410.930025605994,0.5852978246893383,-0.44460638585302953,0.7954076780182454,0.411888076312401,142.6937788311507,10153.426953549802,2,7,1,1,0,0,0,11.0,0.3817460834980011,850,779,True,True,True,560,178,213,169,134064.328125,239.4005889892578,1178.5709228515625,212.77059936523438,32.3193359375,123.10299682617188,113.16732788085938,144.91778564453125,2.6319425788650626
173,76,False,-14,numu,0.8801568746566772,0.9348907951110801,-0.34247009504147186,0.09323859296910124,69.97256274914038,47.71982976772733,0.349041887040528,0.689633109825983,-0.6129936150477321,0.3855450709611734,52.19372298693164,26.859560849597074,2,3,0,0,0,2,0,,,815,725,True,False,False,499,141,165,193,102590.1328125,205.59144592285156,1851.7520751953125,78.68276977539062,14.947837829589844,118.31298828125,67.6715087890625,131.1427001953125,6.341922144129588
174,77,False,-14,numu,0.4402635395526886,0.40684659203044093,-0.7366152221063162,0.5402535192985588,42.55612295460556,22.375413370997194,0.00483150128275156,-0.1859622573891871,-0.9812767338710316,-0.05013990815825352,11.104739907548023,16.813991716116107,3,4,0,0,0,3,0,,,9,8,False,False,False,27,3,14,10,3317.732177734375,122.87896728515625,464.8519287109375,183.5936737060547,73.12873077392578,10.5379638671875,390.6278991699219,373.3599853515625,0.1470638909008855
175,78,True,12,nue,3.5722947120666504,0.17566793571433492,-0.28432179606372565,0.9424976884029803,73.48168665032647,57.204528288159736,3.478614185852733,0.19047737367111073,-0.38420917715549974,0.9033834613877154,67.40534621246982,42.6296838619387,11,12,1,2,0,8,0,11.0,0.7150508165359497,9687,8035,False,False,False,2794,905,802,1087,943781.0,337.7884826660156,2652.93994140625,221.64768981933594,37.3359489440918,118.31298828125,88.6729736328125,184.813232421875,12.605590440745749
176,79,False,12,nue,0.3232058584690094,0.7872620989818189,-0.5557935048109469,0.26704300686725463,56.23461317269908,29.60197321065334,0.3702262833550622,0.5529920357054586,0.11599344334594275,0.8250729237752773,96.66092864573051,1608.4874686821718,1,2,0,1,0,0,0,,,30,18,True,False,False,23,8,8,7,14411.05078125,626.5674438476562,1048.4716796875,2.3904876708984375,0.8117998242378235,3.35302734375,3.2669677734375,2.8001708984375,9.62146773647894
177,80,False,14,numu,0.24213457107543945,-0.09241082409050126,0.10504656309793052,-0.9901643596758203,96.02984926511712,1480.3601576245965,0.010070173706671381,0.9862387187082023,-0.13886058293825254,-0.08972696488153445,82.01808153515033,111.89959769001291,11,12,0,0,0,11,0,,,48,39,False,False,False,51,18,16,17,4502.5302734375,88.28490447998047,195.77288818359375,76.2747802734375,18.641767501831055,139.94302368164062,172.36190795898438,96.457275390625,0.6686351611524814
